Bronze Casting,0.028,http://data.nasa.gov/qudt/owl/unit#PoundMass,,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Casted Bronze
Steel Enameling,0.72,http://data.nasa.gov/qudt/owl/unit#SquareFoot,0.12 lb porcelain enamel / ft2,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Steel Enameling 
Steel Phosphating,0.11,http://data.nasa.gov/qudt/owl/unit#SquareFoot,from electrical consumption,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Steel Phosphating
Chrome Plating,0.26,http://data.nasa.gov/qudt/owl/unit#SquareFoot,electrolytic 10 um -  two sided,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Chrome Plating
Nickel Plating,0.35,http://data.nasa.gov/qudt/owl/unit#SquareFoot,electrolytic 6 um -  two sided,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Nickel Plating
Zinc Galvanizing,0.23,http://data.nasa.gov/qudt/owl/unit#SquareFoot,electrolytic 3 um -  two sided,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Zinc Galvanizing
Zinc Coating,0.47,http://data.nasa.gov/qudt/owl/unit#SquareFoot,dipping in hot zinc bath,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Zinc Coating
Water (Renewable),0.92,http://data.nasa.gov/qudt/owl/unit#GallonUS,local source renewed annually ,Substance,,1,Output,Water (Renewable)
Water (Imported),3.7,http://data.nasa.gov/qudt/owl/unit#GallonUS,Piped or delivered > 150 miles,Substance,,1,Output,Water (Imported)
Liquid Detergent,1.5,http://data.nasa.gov/qudt/owl/unit#PoundMass,Liquid Detergent,Product,,1,Output,Liquid Detergent
Window Glass,0.23,http://data.nasa.gov/qudt/owl/unit#PoundMass,Float glass -  uncoated,Product,http://sw.opencyc.org/concept/Mx4rwQr0i5wpEbGdrcN5Y29ycA,1,Output,Window Glass
"""e"" Window Glass",0.29,http://data.nasa.gov/qudt/owl/unit#PoundMass,Float glass -  thermal coated,Product,http://sw.opencyc.org/concept/Mx4rwQr0i5wpEbGdrcN5Y29ycA,1,Output,"""e"" Window Glass"
Clear Glass (Virgin),0.27,http://data.nasa.gov/qudt/owl/unit#PoundMass,Clear bottle glass -  virgin,Product,http://sw.opencyc.org/concept/Mx4rwQr0i5wpEbGdrcN5Y29ycA,1,Output,Clear Glass (Virgin)
Clear Glass (Recycled),0.1,http://data.nasa.gov/qudt/owl/unit#PoundMass,Bottle glass -  100% recycled,Product,http://sw.opencyc.org/concept/Mx4rwQr0i5wpEbGdrcN5Y29ycA,1,Output,Clear Glass (Recycled)
